ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target,,
5068412,Male,No,Yes,No,No,No,No,1,3,29,135000,34.27859573,14.63411295,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5068416,Female,No,Yes,No,No,No,No,1,3,51,157500,32.98356571,13.13100201,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5068422,Female,No,Yes,No,No,No,No,0,2,45,360000,52.21188662,28.7206445,State servant,Secondary / secondary special,Married,House / apartment,Accountants,No,,
5068440,Female,No,No,No,No,Yes,Yes,0,2,15,157500,57.62199087,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5068441,Male,Yes,No,No,No,No,No,0,2,39,202500,30.85621197,2.381979096,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068443,Female,Yes,Yes,No,No,No,No,2,4,15,81000,37.90906042,7.551147525,Working,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5068445,Male,No,No,No,No,No,No,0,2,5,112500,28.46328124,2.130091651,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068448,Female,No,Yes,No,No,No,Yes,0,2,44,157500,60.17645811,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5068452,Male,Yes,Yes,No,Yes,No,No,0,2,7,135000,51.52740987,8.720233817,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,No,,
5068459,Female,Yes,Yes,No,No,No,No,0,2,23,135000,37.18351506,7.05284845,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,No,,
5068461,Female,No,Yes,No,Yes,No,No,1,3,4,90000,27.8582038,5.382725176,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,No,,
5068469,Female,No,Yes,No,No,No,Yes,0,1,31,247500,61.27162091,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,No,,
5068470,Female,No,No,No,No,No,No,1,3,42,108000,41.47929116,1.968555138,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,Yes,,
5068475,Male,Yes,No,No,No,No,No,1,3,20,229500,59.31675531,11.88799222,State servant,Secondary / secondary special,Married,House / apartment,Managers,No,,
5068486,Male,No,Yes,No,No,No,No,0,2,13,180000,31.28058755,7.21712287,Working,Secondary / secondary special,Married,House / apartment,Security staff,Yes,,
5068487,Female,No,Yes,No,No,No,No,1,3,18,180000,23.08876979,2.053430255,Working,Incomplete higher,Married,House / apartment,Other,No,,
5068489,Male,No,No,No,Yes,No,No,1,3,9,315000,50.16119428,0.301169771,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5068503,Female,No,Yes,Yes,Yes,No,No,0,2,27,135000,43.46427374,7.551147525,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5068523,Female,No,Yes,No,No,Yes,No,0,1,30,135000,33.84053061,1.054094198,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5068527,Female,No,Yes,Yes,No,No,No,0,2,8,135000,22.77664839,1.886417928,Working,Higher education,Married,House / apartment,Other,No,,
5068535,Male,No,No,No,No,No,No,0,2,2,157500,57.4768818,5.130837731,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068536,Female,Yes,Yes,No,No,No,No,0,1,35,337500,54.22151037,8.887246145,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
5068543,Male,Yes,Yes,No,No,No,No,0,2,47,117000,52.98123849,2.800878868,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068550,Male,Yes,Yes,No,No,No,Yes,1,3,26,180000,48.95103938,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5068556,Male,No,Yes,No,No,No,No,0,1,42,202500,33.91992991,5.130837731,Working,Higher education,Single / not married,House / apartment,High skill tech staff,Yes,,
5068559,Male,Yes,No,No,No,No,No,0,2,59,135000,53.70130804,1.054094198,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068561,Male,Yes,Yes,No,Yes,No,No,0,2,10,225000,27.6254817,1.968555138,Working,Incomplete higher,Married,House / apartment,Other,No,,
5068563,Female,No,Yes,No,No,No,No,0,2,9,216000,50.84567103,8.131583811,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5068573,Female,No,Yes,No,No,No,No,1,3,60,67500,43.70794746,1.054094198,Working,Secondary / secondary special,Married,With parents,Sales staff,No,,
5068577,Female,No,Yes,No,No,No,No,3,5,8,140400,33.87338549,8.887246145,Working,Secondary / secondary special,Married,House / apartment,Core staff,Yes,,
5068583,Female,No,Yes,No,Yes,No,No,1,3,3,121500,44.83322724,2.633866541,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5068590,Female,No,Yes,No,No,No,No,1,3,37,157500,37.43540251,7.301997988,Commercial associate,Higher education,Married,House / apartment,Core staff,No,,
5068603,Female,No,Yes,No,No,No,No,1,3,53,225000,41.7695093,23.72122631,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5068605,Female,No,Yes,No,No,No,No,0,2,20,90000,25.23528888,4.887164007,Working,Secondary / secondary special,Married,With parents,Core staff,No,,
5068606,Female,No,Yes,No,Yes,No,No,2,4,11,360000,43.29178559,1.801542811,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5068610,Female,No,Yes,No,No,No,No,0,2,16,135000,41.06312929,4.131501674,Working,Incomplete higher,Married,House / apartment,Managers,No,,
5068613,Female,No,No,No,No,Yes,No,0,2,38,135000,27.00671472,5.719487738,Working,Secondary / secondary special,Married,With parents,Medicine staff,No,,
5068616,Female,Yes,No,No,No,No,Yes,0,2,27,135000,58.96904112,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5068618,Female,Yes,Yes,No,No,No,Yes,0,2,41,157500,62.21346092,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5068620,Female,No,No,Yes,Yes,No,No,0,1,34,135000,46.94415354,4.131501674,Working,Secondary / secondary special,Separated,House / apartment,High skill tech staff,No,,
5068621,Male,No,Yes,No,No,No,No,0,1,4,270000,44.19529491,15.13241203,Working,Higher education,Separated,House / apartment,Managers,No,,
5068622,Female,Yes,Yes,No,No,No,No,0,2,39,216000,58.08743506,9.968719412,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5068637,Female,No,Yes,No,Yes,No,No,0,1,45,337500,61.91229115,8.131583811,Working,Higher education,Widow,House / apartment,Accountants,No,,
5068647,Male,No,Yes,No,No,No,No,0,1,14,135000,31.05881709,2.885753985,Working,Secondary / secondary special,Single / not married,With parents,Drivers,No,,
5068652,Female,Yes,Yes,No,No,No,No,0,1,58,360000,52.85529477,5.215712848,State servant,Higher education,Separated,House / apartment,Core staff,No,,
5068669,Male,No,Yes,No,No,No,No,0,2,6,247500,25.07649028,1.130755594,Working,Incomplete higher,Married,House / apartment,Core staff,No,,
5068675,Male,Yes,Yes,Yes,Yes,No,No,1,3,12,198000,42.2376914,9.054258472,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5068682,Male,No,Yes,No,No,No,No,0,1,1,148500,32.35932292,2.633866541,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5068697,Male,Yes,Yes,No,No,No,No,1,3,22,270000,40.45257603,15.21728714,Commercial associate,Higher education,Married,House / apartment,Laborers,No,,
5068705,Female,Yes,Yes,No,No,No,No,0,2,20,90000,36.91520018,14.63411295,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068713,Female,No,No,No,No,No,No,0,2,44,157500,42.31161489,0.96921908,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,No,,
5068715,Male,Yes,Yes,No,No,No,No,0,2,34,180000,25.03815958,4.131501674,Working,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5068716,Female,Yes,Yes,No,No,Yes,No,1,3,51,135000,28.7206445,1.634530483,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5068721,Female,No,No,No,No,Yes,No,0,1,4,180000,40.56756812,3.052766313,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,No,,
5068727,Male,Yes,Yes,No,No,No,No,0,2,43,180000,27.17372704,2.800878868,Commercial associate,Higher education,Married,House / apartment,Laborers,Yes,,
5068731,Female,Yes,Yes,No,Yes,Yes,No,0,2,34,117000,36.58938924,6.633948678,State servant,Secondary / secondary special,Married,House / apartment,Other,No,,
5068734,Male,Yes,Yes,No,No,No,No,1,3,34,202500,24.9697119,4.635276563,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5068740,Female,No,Yes,No,No,No,Yes,0,1,20,202500,62.96638535,0,Pensioner,Higher education,Separated,House / apartment,Other,No,,
5068744,Female,No,Yes,No,No,No,No,3,4,7,225000,32.49895617,13.88666434,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5068747,Female,No,No,No,No,No,No,0,2,3,157500,36.22524761,0.550319308,Working,Higher education,Civil marriage,With parents,Accountants,No,,
5068749,Female,No,Yes,No,No,No,No,0,2,47,135000,48.55130495,6.466936351,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,Yes,,
5068763,Female,No,Yes,No,No,No,No,0,2,34,369000,49.18649938,7.887910087,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5068766,Female,No,No,No,No,No,No,0,2,22,135000,44.87977166,5.801624948,Working,Incomplete higher,Married,House / apartment,Core staff,No,,
5068775,Female,No,Yes,No,Yes,No,Yes,0,1,55,202500,50.76079591,0,Pensioner,Higher education,Single / not married,House / apartment,Other,No,,
5068780,Female,No,No,Yes,Yes,No,No,0,1,31,180000,36.67700227,10.5491557,Working,Secondary / secondary special,Single / not married,With parents,Private service staff,No,,
5068785,Female,No,Yes,No,No,No,No,0,2,12,193500,50.35284777,6.382061233,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5068794,Male,No,No,Yes,Yes,No,No,0,1,42,121500,30.32779592,8.887246145,State servant,Incomplete higher,Single / not married,With parents,Other,Yes,,
5068795,Male,Yes,Yes,No,No,Yes,No,1,3,25,112500,32.33194385,1.467518156,Working,Higher education,Married,House / apartment,Accountants,Yes,,
5068810,Female,No,Yes,No,No,No,No,0,2,24,315000,39.47788113,6.633948678,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5068821,Female,Yes,Yes,No,No,Yes,No,0,2,44,157500,41.00289534,9.719569875,Working,Higher education,Married,House / apartment,Drivers,No,,
5068829,Female,No,Yes,Yes,No,No,No,0,1,27,135000,24.04703724,1.467518156,Working,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5068830,Female,No,Yes,No,No,Yes,No,1,3,13,157500,36.90698645,3.635940505,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,No,,
5068835,Female,No,Yes,No,No,Yes,Yes,0,1,60,225000,57.9094711,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5068841,Female,No,Yes,Yes,Yes,No,No,0,1,19,135000,62.29012232,11.55122966,Working,Secondary / secondary special,Single / not married,House / apartment,Secretaries,No,,
5068848,Female,No,Yes,No,No,No,Yes,0,2,47,99000,54.66778921,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5068852,Male,No,Yes,No,No,No,No,0,1,28,157500,56.40909806,3.217040733,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5068855,Male,Yes,Yes,No,No,No,No,1,3,44,180000,29.54201661,7.05284845,Working,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5068857,Male,No,Yes,No,No,No,No,1,2,57,135000,39.17671136,3.720815622,Commercial associate,Secondary / secondary special,Separated,House / apartment,Security staff,No,,
5068865,Male,No,Yes,Yes,Yes,Yes,No,0,2,30,162000,27.43382821,1.467518156,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,Yes,,
5068866,Female,Yes,Yes,No,No,Yes,Yes,0,2,11,337500,56.48028365,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5068873,Female,No,Yes,No,No,No,No,1,3,24,108000,28.41947473,9.801707085,Working,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5068875,Female,No,No,No,Yes,Yes,No,1,3,32,112500,31.48319267,10.96805547,Working,Secondary / secondary special,Married,With parents,Core staff,No,,
5068884,Female,No,Yes,No,No,No,No,0,1,18,202500,51.0701794,16.96954763,Working,Higher education,Separated,House / apartment,Other,No,,
5068885,Female,No,Yes,No,No,No,No,0,2,17,225000,64.44211722,13.38288945,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,Yes,,
5068894,Male,Yes,Yes,Yes,No,No,No,0,2,38,126000,55.06752363,4.80228889,Working,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5068900,Male,No,No,No,No,No,No,0,1,31,225000,32.20326222,0.802206753,Working,Secondary / secondary special,Single / not married,Co-op apartment,Laborers,No,,
5068905,Female,Yes,Yes,No,No,No,No,1,3,56,157500,42.04056209,12.05500455,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5068911,Female,No,No,No,No,No,No,1,3,21,144000,40.52649952,5.054176335,Working,Secondary / secondary special,Married,House / apartment,Drivers,Yes,,
5068915,Female,No,Yes,No,No,No,No,1,3,19,112500,37.07399878,9.382807313,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,No,,
5068923,Female,No,Yes,No,No,No,No,0,2,57,360000,47.28639192,2.718741658,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5068924,Female,Yes,Yes,No,Yes,No,Yes,0,1,21,90000,55.48916131,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5068927,Female,No,No,Yes,Yes,No,No,0,2,12,270000,25.14493795,2.299841886,Working,Secondary / secondary special,Civil marriage,Office apartment,Sales staff,No,,
5068934,Male,Yes,Yes,No,No,Yes,No,2,4,39,225000,41.64356558,12.88732828,Working,Secondary / secondary special,Married,House / apartment,Security staff,Yes,,
5068943,Female,No,Yes,No,No,No,No,0,2,24,157500,48.71010356,13.88666434,Working,Higher education,Married,House / apartment,Other,No,,
5068951,Female,No,No,No,No,No,Yes,0,2,9,135000,61.151153,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5068952,Male,No,No,Yes,Yes,No,No,0,1,27,180000,26.01833029,0.96921908,Working,Higher education,Single / not married,House / apartment,Managers,No,,
5068957,Female,Yes,Yes,No,Yes,No,No,0,2,48,270000,60.66928137,16.05508669,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5068962,Male,Yes,No,No,No,No,No,0,2,57,202500,41.56416627,8.383471255,Working,Higher education,Married,House / apartment,Other,No,,
5068966,Male,Yes,Yes,No,No,No,No,1,3,52,180000,41.64904139,3.468928178,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5068971,Female,No,Yes,No,Yes,Yes,No,0,1,59,292500,47.60672704,4.550401446,Working,Higher education,Single / not married,House / apartment,Managers,No,,
5068978,Male,Yes,No,No,No,No,No,0,1,37,153000,29.94448894,3.132165616,Working,Secondary / secondary special,Single / not married,With parents,Laborers,No,,
5068982,Male,No,Yes,Yes,Yes,No,No,0,1,23,112500,40.64696743,17.4678467,Working,Higher education,Single / not married,House / apartment,Laborers,No,,
5068986,Female,No,No,Yes,Yes,Yes,No,0,1,41,180000,38.67841229,5.63461262,Working,Higher education,Separated,House / apartment,Accountants,No,,
5068993,Female,Yes,Yes,Yes,Yes,No,No,1,3,55,279000,44.31850072,10.21513104,Working,Higher education,Civil marriage,House / apartment,Managers,No,,
5069001,Male,Yes,Yes,No,No,No,No,0,2,45,225000,50.75258219,0.96921908,Working,Higher education,Married,House / apartment,Sales staff,No,,
5069002,Female,No,Yes,No,No,No,No,0,2,11,202500,41.28216185,2.214966769,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,Yes,,
5069004,Male,Yes,Yes,No,No,No,No,0,2,33,337500,29.08204823,3.217040733,Working,Higher education,Married,With parents,Laborers,No,,
5069009,Male,No,Yes,No,No,No,No,0,2,14,157500,59.86981252,9.886582202,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069013,Female,No,Yes,No,No,No,No,0,2,15,202500,55.56582271,10.13025593,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069026,Male,Yes,Yes,No,Yes,Yes,No,0,2,36,202500,56.86085272,9.634694758,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069028,Female,No,Yes,No,No,Yes,No,0,2,55,157500,45.46294585,3.720815622,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069032,Male,Yes,No,No,No,No,No,0,1,12,157500,23.17912072,3.384053061,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,No,,
5069038,Female,No,Yes,No,No,No,No,0,2,17,180000,34.76868108,6.800961005,Working,Secondary / secondary special,Married,House / apartment,Core staff,Yes,,
5069042,Female,No,Yes,No,No,No,Yes,0,1,7,270000,59.0785574,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5069050,Male,Yes,No,No,No,No,No,0,2,34,225000,48.63070426,6.800961005,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069066,Male,No,Yes,No,No,No,No,0,1,6,202500,26.67542797,8.468346373,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5069068,Female,Yes,Yes,No,No,No,No,0,2,7,157500,51.72727708,6.633948678,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5069077,Female,No,Yes,No,No,Yes,No,1,3,44,202500,38.51961368,8.468346373,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,Yes,,
5069082,Female,No,Yes,No,No,Yes,Yes,0,2,35,225000,64.22582257,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5069084,Female,Yes,Yes,No,Yes,No,No,2,4,45,135000,36.27179203,7.132247753,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,No,,
5069085,Female,No,Yes,No,No,No,No,2,4,50,270000,31.50235802,6.382061233,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5069098,Female,No,Yes,No,No,No,No,0,2,35,135000,49.81621799,31.63651547,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5069104,Male,No,Yes,No,No,No,No,0,2,50,450000,47.58482378,18.0537588,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5069110,Male,Yes,Yes,Yes,Yes,No,No,0,1,35,135000,28.95610451,2.466854213,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5069112,Male,No,Yes,No,No,No,No,0,1,5,135000,22.41250676,1.634530483,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
5069115,Female,No,No,No,No,No,No,1,3,22,180000,49.08793473,17.21595926,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069116,Female,No,Yes,No,No,No,Yes,0,1,59,180000,56.33791248,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5069119,Female,Yes,Yes,No,Yes,No,Yes,0,2,29,103500,62.97733697,0,Pensioner,Higher education,Civil marriage,House / apartment,Other,No,,
5069123,Female,No,Yes,No,No,No,Yes,0,1,23,81000,64.72138374,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5069125,Female,No,Yes,No,No,No,No,1,3,28,180000,30.66182057,7.05284845,Working,Higher education,Married,House / apartment,HR staff,No,,
5069126,Female,Yes,Yes,No,No,No,No,1,2,4,247500,36.86865576,3.635940505,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,No,,
5069130,Female,No,No,No,No,Yes,No,0,2,45,135000,42.05425163,1.130755594,Commercial associate,Higher education,Married,With parents,Core staff,No,,
5069146,Male,No,Yes,No,No,Yes,No,0,2,1,216000,52.43091918,20.30158046,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5069167,Male,Yes,Yes,No,No,Yes,No,0,2,35,135000,28.23877287,2.633866541,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069172,Female,No,No,No,Yes,No,No,0,1,4,193500,48.80593031,0.550319308,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5069173,Male,No,No,Yes,Yes,Yes,No,0,1,13,157500,23.29685072,0.550319308,Working,Secondary / secondary special,Single / not married,With parents,Drivers,Yes,,
5069175,Female,Yes,Yes,No,Yes,No,Yes,0,2,41,90000,54.4706599,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5069178,Female,No,Yes,No,No,No,No,0,1,10,225000,37.81870949,9.215794986,Working,Higher education,Single / not married,House / apartment,Accountants,No,,
5069184,Female,No,Yes,No,No,Yes,No,1,3,15,185400,40.56756812,1.130755594,Working,Higher education,Married,House / apartment,Core staff,No,,
5069191,Female,No,Yes,No,No,No,No,0,2,42,135000,43.87222188,0.468182098,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069197,Female,Yes,Yes,No,No,No,No,1,3,46,225000,37.21089413,8.887246145,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069200,Female,No,Yes,Yes,Yes,No,No,0,2,27,238500,46.81820982,3.384053061,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5069206,Female,Yes,Yes,No,No,No,Yes,0,2,42,135000,55.38238294,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5069216,Female,Yes,Yes,Yes,No,No,No,0,2,60,256500,30.69193755,4.72015168,Commercial associate,Higher education,Married,House / apartment,Accountants,Yes,,
5069220,Female,Yes,Yes,No,No,Yes,No,4,6,13,292500,31.23404314,2.800878868,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5069221,Male,No,No,No,No,No,No,3,5,28,135000,32.18957268,1.801542811,Working,Secondary / secondary special,Married,With parents,Laborers,No,,
5069224,Female,Yes,Yes,No,Yes,No,No,0,2,18,247500,47.44792843,2.633866541,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069231,Female,No,No,No,No,No,No,1,3,41,67500,28.92598753,8.131583811,Working,Secondary / secondary special,Married,With parents,Medicine staff,No,,
5069234,Female,Yes,Yes,No,No,Yes,No,0,2,42,202500,32.40586733,12.72031595,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,Yes,,
5069237,Male,Yes,Yes,No,Yes,Yes,No,0,2,7,225000,40.59494719,11.05293059,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5069239,Female,No,Yes,No,No,No,Yes,0,2,53,135000,57.68222482,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5069242,Female,No,Yes,No,Yes,No,Yes,0,2,21,261000,59.61518717,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5069248,Female,No,No,No,No,No,No,0,1,48,180000,37.28755553,1.054094198,Working,Higher education,Single / not married,House / apartment,IT staff,No,,
5069253,Female,No,Yes,No,Yes,Yes,No,1,3,13,112500,46.70321773,1.7194056,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069256,Female,Yes,Yes,No,Yes,Yes,No,1,3,8,67500,35.10270574,2.548991424,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5069271,Female,No,Yes,No,No,No,Yes,0,1,16,157500,51.05648987,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5069273,Female,No,Yes,No,No,Yes,No,0,2,3,135000,46.84011308,2.466854213,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,No,,
5069276,Female,No,No,No,No,No,Yes,0,2,56,81000,59.34687228,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5069277,Female,No,Yes,No,Yes,No,No,1,3,48,315000,44.78942073,11.88799222,Working,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5069286,Female,No,No,No,No,No,No,0,2,16,225000,26.65352471,2.466854213,Commercial associate,Higher education,Married,With parents,Other,No,,
5069288,Female,No,Yes,No,No,No,No,0,2,48,270000,40.47447928,9.300670103,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,No,,
5069292,Female,Yes,Yes,Yes,Yes,No,No,1,3,53,180000,42.33078024,7.132247753,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,No,,
5069294,Female,No,Yes,No,Yes,No,No,0,2,18,180000,41.43274674,13.38288945,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries,No,,
5069296,Female,No,Yes,No,No,No,Yes,0,2,42,225000,57.46593017,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5069309,Female,No,Yes,No,No,No,No,0,2,5,112500,33.74470386,1.467518156,Working,Lower secondary,Civil marriage,Municipal apartment,Cleaning staff,No,,
5069312,Male,No,Yes,No,No,No,No,0,2,29,495000,45.8353012,1.801542811,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,No,,
5069317,Male,Yes,Yes,No,No,No,No,1,3,6,450000,42.27054628,7.132247753,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,No,,
5069320,Male,Yes,Yes,No,Yes,No,No,0,1,40,270000,24.70139702,2.299841886,Commercial associate,Incomplete higher,Single / not married,House / apartment,Waiters/barmen staff,No,,
5069324,Female,No,Yes,No,No,No,No,0,2,7,157500,55.60962922,1.634530483,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,No,,
5069328,Female,Yes,Yes,No,Yes,No,Yes,0,2,39,225000,60.81439044,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5069331,Male,Yes,Yes,No,No,No,No,1,3,3,247500,25.80477354,0.635194426,Working,Higher education,Married,House / apartment,Sales staff,No,,
5069346,Female,Yes,Yes,Yes,No,No,No,0,2,5,225000,31.98422966,9.54981964,Working,Higher education,Married,House / apartment,Other,Yes,,
5069363,Female,No,Yes,No,No,No,Yes,0,2,35,211500,61.9725251,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Yes,,
5069369,Female,No,No,No,No,Yes,No,0,2,9,126000,54.92515247,5.886500065,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5069373,Male,Yes,No,Yes,No,No,No,2,4,15,337500,32.33468175,4.550401446,Working,Higher education,Married,House / apartment,Other,No,,
5069378,Male,No,Yes,No,No,No,No,0,1,15,337500,45.76959144,3.468928178,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,No,,
5069382,Female,No,Yes,No,Yes,No,No,0,2,48,112500,35.38471016,5.63461262,Working,Higher education,Married,House / apartment,Sales staff,No,,
5069387,Female,No,Yes,No,No,No,No,1,3,39,270000,50.40760591,27.63643333,Working,Higher education,Married,House / apartment,Core staff,No,,
5069395,Male,No,Yes,Yes,Yes,No,No,0,1,16,157500,22.98746723,4.131501674,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,No,,
5069401,Female,No,No,No,No,No,No,0,1,4,157500,26.16891517,5.968637275,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,Laborers,No,,
5069406,Male,Yes,No,No,No,Yes,No,1,3,41,225000,51.15505452,6.633948678,Working,Secondary / secondary special,Married,House / apartment,Drivers,Yes,,
5069419,Female,No,Yes,Yes,Yes,No,No,0,1,1,157500,26.21272168,0.468182098,Working,Incomplete higher,Single / not married,House / apartment,Medicine staff,No,,
5069423,Male,Yes,Yes,No,Yes,No,No,0,2,58,202500,46.25967679,0.96921908,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,No,,
5069440,Female,No,Yes,No,No,No,No,0,1,2,135000,23.45838724,2.214966769,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
